Nebraska,2009,142549,214428,1106278,1,8,11,10.159,38.891,9.587
Nevada,2009,212438,257198,1680228,2,17,33,10.551,65.878,19.348
New Hampshire,2009,103281,140176,883622,1,12,18,10.756,86.348,19.835
New Jersey,2009,695052,873788,5686972,6,52,102,9.274,59.868,17.884
New Mexico,2009,161555,228756,1244885,2,15,22,12.926,67.454,17.711
New York,2009,1509858,2236966,12648267,15,144,211,9.658,64.245,16.693
North Carolina,2009,723670,986404,5935653,6,43,90,8.334,43.686,15.129
North Dakota,2009,47211,92922,397148,0,2,2,9.972,26.897,5.76
Ohio,2009,924820,1214036,7442306,9,50,83,9.554,41.173,11.143
Oklahoma,2009,292084,419077,2272080,3,17,21,10.462,40.179,9.207
Oregon,2009,288096,401242,2525156,4,25,34,12.38,62.508,13.396
Pennsylvania,2009,962444,1360835,8272159,8,70,128,8.81,51.684,15.521
Rhode Island,2009,79655,129145,684072,1,10,15,10.689,74.112,22.585
South Carolina,2009,352096,480982,2912325,2,20,57,6.775,41.352,19.469
South Dakota,2009,63682,93602,505557,1,3,4,8.771,32.714,7.792
Tennessee,2009,491069,646257,4079971,4,19,40,9.075,29.87,9.809
Texas,2009,2125058,2813275,14745138,24,132,191,11.281,47.032,12.967
Utah,2009,254680,379390,1528461,3,13,13,10.79,34.27,8.318
Vermont,2009,45631,72557,419057,1,7,9,12.201,99.587,20.63
Virginia,2009,598313,865844,4976551,5,43,70,8.49,49.853,14.151
Washington,2009,516464,706882,4324124,5,45,67,10.548,63.06,15.423
West Virginia,2009,130503,183731,1227612,1,11,17,9.465,58.616,13.557
Wisconsin,2009,440921,634912,3641561,4,38,53,10.045,59.298,14.532
Wyoming,2009,41288,62918,342522,0,3,3,9.923,45.034,8.654
Alabama,2010,386718,535455,3052348,3,13,32,6.677,24.98,10.345
Alaska,2010,61192,77636,424976,1,4,5,8.866,46.093,11.136
Arizona,2010,535234,700156,4014024,5,34,55,10.239,48.433,13.74
Arkansas,2010,234810,316170,1851278,2,9,16,8.564,27.662,8.879
California,2010,3195149,4379387,23321879,42,243,292,13.138,55.587,12.512
Colorado,2010,395318,548890,3212230,5,47,46,11.871,85.651,14.468
Connecticut,2010,293487,364200,2350212,3,23,31,9.611,64.114,13.215
Delaware,2010,69567,99853,583371,1,5,7,8.543,48.759,12.797
District of Columbia,2010,31644,98663,399778,0,4,11,3.167,44.609,27.064
Florida,2010,1383191,1933760,12708633,12,101,146,8.33,52.005,11.516
Georgia,2010,821577,1066108,5997840,5,27,66,6.148,25.166,10.995
Hawaii,2010,99395,134011,878476,1,5,10,8.201,39.569,11.008
Idaho,2010,137928,172570,956472,1,5,8,8.391,28.643,8.228
Illinois,2010,1069760,1393734,8165781,10,65,114,9.02,46.91,13.985
Indiana,2010,540996,726313,4081667,4,22,36,7.764,29.761,8.89
Iowa,2010,241547,344598,1944254,2,12,15,8.88,33.482,7.723
Kansas,2010,235977,319632,1761207,2,13,20,10.001,39.92,11.27
Kentucky,2010,340083,456240,2789768,3,16,29,8.733,34.713,10.3
Louisiana,2010,368184,525362,2810803,2,16,34,6.597,30.012,12.159
Maine,2010,98025,129424,913496,1,8,11,9.414,60.046,11.964
Maryland,2010,464119,622291,3742499,3,24,45,6.39,38.386,12.029
Massachusetts,2010,498579,763633,4320664,5,47,61,10.236,61.969,14.042
Michigan,2010,826549,1088897,6365041,7,44,76,9.041,40.352,11.922
Minnesota,2010,426996,571065,3419350,3,22,32,7.879,38.295,9.275
Mississippi,2010,249977,333665,1819793,2,7,21,6.827,21.418,11.339
Missouri,2010,478541,653980,3823426,4,25,41,8.873,37.703,10.83
Montana,2010,74688,106003,651403,1,5,6,10.591,43.654,9.15
Nebraska,2010,146828,205186,1143103,1,8,11,9.84,40.295,9.511
Nevada,2010,219015,279716,1733566,2,15,22,11.094,51.862,12.548
New Hampshire,2010,104712,137371,883019,1,10,10,10.196,74.522,11.603
New Jersey,2010,717188,866637,5785457,6,51,83,8.816,59.2,14.368
New Mexico,2010,170679,225076,1293249,2,14,20,13.751,61.253,15.404
New York,2010,1497645,2236959,12651349,12,112,184,8.258,50.015,14.524
North Carolina,2010,752637,1007676,6102077,7,41,77,8.83,40.842,12.63
North Dakota,2010,49024,89035,423460,0,2,3,7.4,25.806,7.091
Ohio,2010,938484,1227142,7436917,8,48,83,8.306,38.831,11.185
Oklahoma,2010,301684,420490,2336963,3,15,24,9.106,35.876,10.354
Oregon,2010,291949,408353,2544311,4,28,34,12.412,68.473,13.224
Pennsylvania,2010,977609,1402639,8359212,8,66,104,7.979,46.954,12.443
Rhode Island,2010,79365,132016,682132,1,9,11,9.914,71.15,16.366
South Carolina,2010,356898,510126,2966560,2,15,40,6.71,30.348,13.402
South Dakota,2010,64595,90572,509409,1,2,4,8.017,26.837,7.727
Tennessee,2010,502882,675875,4110667,4,22,46,8.02,32.539,11.178
Texas,2010,2243713,2871691,15188973,26,122,156,11.561,42.603,10.258
Utah,2010,262463,362693,1532125,2,14,17,9.231,37.474,10.782
Vermont,2010,46814,72220,420783,1,6,5,12.769,89.815,13.014
Virginia,2010,620009,874464,5117877,5,37,52,7.891,42.278,10.148
Washington,2010,531313,729323,4373484,5,42,55,10.116,57.572,12.549
West Virginia,2010,131816,188497,1252067,1,9,14,10.672,48.441,11.149
Wisconsin,2010,455693,617748,3678180,4,30,37,8.804,49.097,10.156
Wyoming,2010,42751,62674,358902,0,3,3,8.336,40.105,8.843
Alabama,2011,385060,536921,3073532,3,14,31,6.692,26.832,10.054
Alaska,2011,60614,80497,432040,1,4,5,8.824,49.826,12.387
Arizona,2011,537268,709377,4077362,5,40,62,9.982,56.627,15.236
Arkansas,2011,235330,317333,1864363,2,10,20,7.373,32.248,10.98
California,2011,3156459,4427350,23658234,34,256,305,10.839,57.8,12.885
Colorado,2011,397449,556502,3270160,4,49,49,10.894,88.32,14.853
Connecticut,2011,290956,369988,2363818,2,25,31,8.483,67.069,13.125
Delaware,2011,69055,101269,590737,1,5,9,7.44,52.702,14.391
District of Columbia,2011,31373,96533,411604,0,5,11,3.355,48.809,27.791
Florida,2011,1381693,1959129,12916437,9,104,165,6.551,53.104,12.767
Georgia,2011,824731,1085263,6074730,5,36,84,6.383,32.94,13.836
Hawaii,2011,97800,138119,887821,1,6,12,7.43,43.818,13.545
Idaho,2011,139014,173198,969335,1,6,9,6.92,34.741,8.871
Illinois,2011,1057464,1393927,8215103,8,58,125,7.413,41.696,15.213
Indiana,2011,540292,729904,4108332,4,25,38,7.619,33.871,9.281
Iowa,2011,241228,346249,1956812,2,11,16,6.384,33.118,8.395
Kansas,2011,236049,321178,1772671,2,12,18,7.413,36.562,9.959
Kentucky,2011,339685,459703,2803041,3,17,31,7.773,38.018,11.068
Louisiana,2011,367339,524049,2841017,2,18,40,6.317,33.836,14.231
Maine,2011,96430,129601,918180,1,7,12,7.856,55.185,13.227
Maryland,2011,459636,628350,3789736,3,22,41,5.697,34.556,10.812
Massachusetts,2011,494412,768767,4368462,5,42,57,9.327,54.796,13.118
Michigan,2011,814217,1098296,6392662,6,39,67,7.859,35.661,10.405
Minnesota,2011,424745,570686,3457060,3,21,36,6.263,36.269,10.334
Mississippi,2011,248417,335677,1830270,2,8,23,7.122,24.229,12.372
Missouri,2011,475157,654561,3846810,3,22,37,7.064,33.91,9.657
Montana,2011,74042,107193,657558,1,6,6,11.141,55.077,9.827
Nebraska,2011,147027,205521,1153600,1,9,12,7.936,43.308,9.969
Nevada,2011,219786,282581,1757473,2,12,17,9.16,43.59,9.658
New Hampshire,2011,102838,138951,888797,1,10,11,8.445,72.66,12.593
New Jersey,2011,710612,876279,5826415,5,47,86,7.323,53.149,14.828
New Mexico,2011,169342,226502,1303353,2,13,20,12.706,57.205,15.4
New York,2011,1474700,2242476,12760358,11,126,211,7.465,56.244,16.505
North Carolina,2011,757390,1024771,6176978,6,44,75,8.432,42.943,12.158
North Dakota,2011,48873,91747,430829,0,3,4,6.941,34.994,8.149
Ohio,2011,929629,1230773,7466946,6,46,95,5.956,37.669,12.756
Oklahoma,2011,304074,423379,2358834,2,14,23,7.108,33.168,9.954
Oregon,2011,291972,409608,2575672,3,28,33,10.511,67.691,12.848
Pennsylvania,2011,964004,1405623,8405726,6,58,123,6.109,41.516,14.644
Rhode Island,2011,77839,132549,684237,1,9,14,7.986,68.236,20.163
South Carolina,2011,357301,513846,3005444,2,19,45,6.22,36.405,14.888
South Dakota,2011,64463,91190,516437,0,3,4,6.622,28.309,7.024
Tennessee,2011,504106,683640,4150263,4,24,46,7.634,35.484,11.113
Texas,2011,2265694,2919940,15484139,25,123,139,11.205,42.225,8.97
Utah,2011,268417,363323,1563689,2,15,20,7.427,41.597,12.842
Vermont,2011,45855,72804,422511,0,5,6,10.055,71.442,13.365
Virginia,2011,618558,885563,5187508,4,32,50,6.352,35.777,9.707
Washington,2011,528978,735790,4437371,4,36,51,7.846,49.509,11.408
West Virginia,2011,131265,189182,1253581,1,9,14,10.074,49.408,11.156
Wisconsin,2011,451821,617016,3706797,3,24,36,6.471,38.52,9.695
Wyoming,2011,42890,63165,364101,0,3,3,7.951,43.531,8.754
Alabama,2012,383469,536933,3094837,2,14,32,4.637,25.904,10.356
Alaska,2012,60264,82442,434523,0,4,5,6.545,44.445,11.633
Arizona,2012,540502,720761,4141839,6,44,70,11.34,60.759,16.888
Arkansas,2012,236508,318730,1873816,1,10,21,5.45,29.949,11.172
California,2012,3117442,4458805,24005740,25,278,361,7.861,62.297,15.047
Colorado,2012,402137,565276,3332461,4,46,66,8.844,81.358,19.678
Connecticut,2012,288704,376034,2375197,2,24,35,6.035,63.349,14.663
Delaware,2012,68333,102080,599773,0,5,8,4.842,47.418,13.224
District of Columbia,2012,30856,94677,424447,0,5,13,3.289,51.637,30.77
Florida,2012,1385416,1972330,13133353,10,102,189,6.917,51.505,14.397
Georgia,2012,831609,1100053,6155586,4,37,106,5.397,34.004,17.143
Hawaii,2012,97086,140225,896059,1,6,11,6.588,43.942,12.722
Idaho,2012,140843,173004,983206,1,6,8,4.911,33.405,8.258
Illinois,2012,1045769,1394500,8256950,5,54,124,4.648,38.599,15.029
Indiana,2012,541016,734767,4135390,3,30,42,5.712,41.09,10.061
Iowa,2012,241811,349004,1968010,1,13,20,5.878,36.856,10.407
Kansas,2012,237185,323430,1779494,1,11,19,5.802,35.529,10.716
Kentucky,2012,339960,464737,2815636,2,20,35,5.896,42.166,12.303
Louisiana,2012,367827,521917,2870080,2,18,46,5.987,33.896,16.101
Maine,2012,94988,128694,923093,1,6,10,5.762,50.131,10.994
Maryland,2012,457152,631368,3837914,2,24,46,5.182,38.046,11.909
Massachusetts,2012,491273,775063,4420226,4,46,79,7.42,59.941,17.916
Michigan,2012,805764,1107310,6419614,3,30,57,3.45,27.322,8.926
Minnesota,2012,424639,571439,3494114,2,19,38,4.972,33.47,10.767
Mississippi,2012,247257,337204,1839846,1,9,24,5.133,26.816,12.939
Missouri,2012,472889,655094,3869695,2,18,33,4.219,27.516,8.459
Montana,2012,73896,108999,663344,1,5,7,7.783,48.167,10.916
Nebraska,2012,148030,207051,1162770,1,7,11,5.244,35.637,9.342
Nevada,2012,221167,285463,1788826,1,11,21,6.408,39.133,11.728
New Hampshire,2012,101207,140004,894572,1,10,12,8.204,68.609,13.147
New Jersey,2012,706126,884775,5868068,5,45,76,6.505,50.437,12.919
New Mexico,2012,168112,228037,1308966,2,12,23,9.548,53.168,17.289
New York,2012,1456617,2243318,12875810,9,124,212,6.087,55.343,16.485
North Carolina,2012,764610,1041859,6254266,5,44,82,6.765,42.394,13.136
North Dakota,2012,49581,96345,439830,0,3,5,6.469,33.047,10.84
Ohio,2012,925827,1235683,7496795,4,49,100,4.722,39.787,13.309
Oklahoma,2012,306820,426492,2381640,1,13,21,4.339,29.793,8.864
Oregon,2012,292050,411744,2606713,2,24,33,7.885,58.23,12.674
Pennsylvania,2012,951880,1397926,8449649,4,57,122,4.467,40.632,14.415
Rhode Island,2012,76543,132076,687705,0,7,12,5.445,54.529,17.116
South Carolina,2012,359524,519243,3047485,2,19,42,4.918,37.157,13.752
South Dakota,2012,64901,92359,523437,0,3,5,5.007,27.212,8.716
Tennessee,2012,505317,692825,4187386,3,22,48,6.11,32.335,11.408
Texas,2012,2295567,2964444,15777963,17,119,162,7.445,40.214,10.238
Utah,2012,275660,367327,1593468,1,13,20,5.29,35.349,12.77
Vermont,2012,45030,73369,423650,0,5,6,8.245,63.484,13.715
Virginia,2012,619956,893349,5256298,3,30,67,4.994,33.94,12.812
Washington,2012,529852,738145,4498893,4,39,55,6.84,53.04,12.293
West Virginia,2012,130671,189908,1253753,1,7,14,5.364,39.256,11.501
Wisconsin,2012,449677,617207,3732300,2,21,44,4.854,34.744,11.679
Wyoming,2012,43516,63905,369343,0,2,3,6.173,38.761,8.981
Alabama,2013,382134,535409,3116298,2,17,31,4.213,30.935,10.056
Alaska,2013,59900,83456,435577,0,3,5,5.099,38.446,12.371
Arizona,2013,543484,732863,4218271,5,46,72,10.116,62.287,17.153
Arkansas,2013,236666,319372,1883371,1,8,14,4.105,25.397,7.204
California,2013,3080548,4469106,24421137,28,273,382,8.933,61.104,15.66
Colorado,2013,408429,575557,3398728,4,42,67,8.88,72.471,19.745
Connecticut,2013,286281,381473,2382534,2,25,39,6.14,66.629,16.376
Delaware,2013,67991,101239,610148,0,5,9,4.938,52.061,14.416
District of Columbia,2013,30551,93509,435643,0,5,14,3.927,54.388,32.591
Florida,2013,1390131,1980707,13387121,10,110,211,7.315,55.342,15.788
Georgia,2013,838199,1108195,6240700,4,33,81,4.709,29.558,13.041
Hawaii,2013,96971,140686,904925,0,6,11,4.903,42.429,12.417
Idaho,2013,142945,173361,999689,1,5,7,4.356,31.122,6.631
Illinois,2013,1033794,1394857,8297420,6,63,116,5.378,45.084,13.974
Indiana,2013,541174,740165,4164196,2,28,35,4.584,38.052,8.424
Iowa,2013,242393,352842,1979684,1,14,18,4.953,38.637,9.138
Kansas,2013,237609,325999,1786820,2,12,18,6.449,37.967,10.351
Kentucky,2013,340101,470972,2832115,2,20,35,5.635,42.256,12.486
Louisiana,2013,367862,519036,2899670,2,16,44,4.807,30.259,15.184
Maine,2013,93811,127380,928319,0,6,10,5.087,47.899,10.291
Maryland,2013,455684,629854,3882314,2,23,42,4.003,36.048,10.892
Massachusetts,2013,488765,782118,4469726,3,49,82,6.526,62.657,18.37
Michigan,2013,797647,1114774,6446918,3,35,49,3.305,31.634,7.661
Minnesota,2013,425247,571816,3529926,2,21,33,4.621,35.957,9.38
Mississippi,2013,245600,338718,1849489,1,6,17,3.273,19.032,8.948
Missouri,2013,470976,656394,3894492,2,22,33,3.986,33.477,8.51
Montana,2013,74121,110655,669411,0,4,6,4.888,35.281,9.208
Nebraska,2013,149327,209508,1171452,1,7,10,4.517,34.514,8.396
Nevada,2013,221704,287435,1826942,2,12,24,6.864,41.817,13.081
New Hampshire,2013,99717,141165,900190,1,12,15,8.391,84.895,17.211
New Jersey,2013,701644,890874,5907201,3,36,60,4.713,40.317,10.154
New Mexico,2013,166639,228647,1314755,1,14,22,8.385,59.713,16.66
New York,2013,1440280,2239134,12988411,10,120,250,7.108,53.512,19.278
North Carolina,2013,771607,1054654,6339066,4,42,71,5.141,40.27,11.184
North Dakota,2013,50733,100601,448656,0,3,4,4.665,31.792,9.467
Ohio,2013,922292,1235723,7534236,4,47,83,4.47,37.871,11.071
Oklahoma,2013,309426,429192,2404755,1,13,16,3.735,30.038,6.731
Oregon,2013,291323,413626,2641759,2,25,39,8.533,61.304,14.892
Pennsylvania,2013,941238,1382616,8494600,5,58,103,4.842,41.65,12.095
Rhode Island,2013,75717,131028,692945,0,8,10,5.685,58.466,14.247
South Carolina,2013,362044,521862,3096686,1,15,29,3.829,28.167,9.332
South Dakota,2013,65627,93403,529318,0,2,4,3.861,24.356,6.999
Tennessee,2013,506479,700245,4226870,2,23,35,4.17,32.503,8.21
Texas,2013,2327085,3010183,16119667,14,111,159,5.831,36.723,9.866
Utah,2013,282277,372803,1623929,1,12,12,3.595,32.425,7.166
Vermont,2013,44408,73820,424696,0,5,6,7.838,73.722,15.074
Virginia,2013,622264,896567,5318077,3,34,71,5.125,37.426,13.306
Washington,2013,530795,741218,4566571,4,41,67,7.262,55.397,14.731
West Virginia,2013,129873,190362,1252711,1,7,11,4.481,36.202,8.845
Wisconsin,2013,448046,620976,3753413,3,29,56,7.527,45.959,14.948
Wyoming,2013,44128,63910,371861,0,2,3,5.791,38.831,8.213
Alabama,2014,380801,530600,3138127,2,17,31,4.102,32.04,9.905
Alaska,2014,59194,83247,438664,0,4,7,6.543,47.936,16.374
Arizona,2014,546470,741492,4307838,5,51,72,8.493,69.213,16.692
Arkansas,2014,236359,318914,1895228,1,9,16,4.815,28.904,8.357
California,2014,3054845,4457598,24866806,29,263,407,9.431,59.107,16.349
Colorado,2014,415441,587313,3473655,4,51,69,9.786,86.234,19.722
Connecticut,2014,283053,385831,2387658,2,29,43,6.675,76.033,17.967
Delaware,2014,68597,99525,621612,0,6,11,5.59,63.551,17.342
District of Columbia,2014,30707,93667,444939,0,5,13,3.447,55.956,28.806
Florida,2014,1399768,1984453,13702886,9,117,199,6.475,59.11,14.505
Georgia,2014,846476,1114618,6338910,4,43,95,5.136,38.543,15.063
Hawaii,2014,96910,140448,916539,1,7,14,7.631,52.061,14.963
Idaho,2014,144818,174351,1017451,1,6,7,5.694,35.911,6.668
Illinois,2014,1023238,1388172,8326464,6,67,121,6.023,48.074,14.49
Indiana,2014,540670,742735,4189743,3,29,36,5.117,39.13,8.575
Iowa,2014,242812,356929,1990458,1,13,13,4.72,36.277,6.711
Kansas,2014,237562,328661,1795749,1,12,15,6.119,35.902,8.152
Kentucky,2014,339643,472877,2847963,2,22,34,5.622,47.376,11.875
Louisiana,2014,367670,513576,2928109,2,19,46,4.41,36.051,15.748
Maine,2014,92645,125931,932783,1,8,12,6.546,64.145,12.685
Maryland,2014,454564,625779,3923318,2,23,50,4.597,36.614,12.835
Massachusetts,2014,488093,788758,4519295,3,57,81,7.06,72.849,17.942
Michigan,2014,788717,1114570,6479469,3,40,61,4.437,35.612,9.41
Minnesota,2014,425999,571903,3562031,2,28,39,5.675,48.528,10.951
Mississippi,2014,244465,337215,1859652,1,6,17,3.566,18.345,9.381
Missouri,2014,470263,656687,3918803,2,27,39,4.884,41.186,9.84
Montana,2014,74378,111496,676207,0,5,7,6.226,46.5,10.627
Nebraska,2014,151059,211662,1179809,1,8,12,5.561,39.918,10.039
Nevada,2014,222788,288699,1872598,2,12,21,7.157,41.602,11.373
New Hampshire,2014,98378,142433,905672,1,15,19,8.257,105.438,21.316
New Jersey,2014,697509,894294,5945550,4,41,84,6.035,45.529,14.186
New Mexico,2014,165438,227077,1322519,1,13,18,8.197,59.342,13.751
New York,2014,1427531,2228431,13092078,10,140,274,7.31,62.869,20.957
North Carolina,2014,777550,1062442,6428523,4,54,90,5.329,51.204,13.98
North Dakota,2014,51690,103308,457339,0,4,3,5.628,34.525,7.438
Ohio,2014,917272,1229015,7573265,5,52,84,5.029,42.367,11.059
Oklahoma,2014,312268,431096,2427465,2,15,18,5.025,35.816,7.455
Oregon,2014,291273,414709,2686806,2,28,42,7.994,68.115,15.67
Pennsylvania,2014,934275,1364517,8539968,5,64,106,5.404,47.132,12.426
Rhode Island,2014,75156,129467,698360,1,10,12,7.377,76.44,17.658
South Carolina,2014,365128,520055,3154439,2,23,41,4.977,44.183,12.985
South Dakota,2014,65789,93308,534674,0,3,4,4.867,31.518,7.12
Tennessee,2014,507891,703134,4272566,3,30,51,5.444,42.217,11.913
Texas,2014,2361420,3057833,16501892,16,128,166,6.964,41.853,10.045
Utah,2014,288637,379132,1657347,1,10,9,3.992,27.33,5.303
Vermont,2014,43770,74221,425449,0,7,7,8.112,93.272,17.011
Virginia,2014,624487,896614,5378367,3,31,51,4.602,34.997,9.483
Washington,2014,530669,745679,4652511,4,40,65,6.729,53.908,13.996
West Virginia,2014,129363,188612,1251012,1,10,13,5.857,53.229,10.746
Wisconsin,2014,446438,624460,3771577,3,31,43,7.21,49.635,11.339
Wyoming,2014,44151,63351,373558,0,2,3,5.567,37.366,6.795
Alabama,2015,378330,522750,3159474,1,15,32,3.3,29.587,10.232
Alaska,2015,59083,80112,444143,1,5,7,8.938,58.26,16.102
Arizona,2015,548504,746271,4399565,4,46,67,7.884,62.158,15.208
Arkansas,2015,236654,317993,1908182,1,10,19,4.664,31.505,10.063
California,2015,3039214,4399955,25184187,23,315,452,7.547,71.623,17.955
Colorado,2015,421468,596535,3551363,4,49,57,10.116,81.811,16.186
Connecticut,2015,279545,388177,2387609,2,35,39,6.216,90.725,16.208
Delaware,2015,69164,97254,632438,0,6,9,4.112,60.972,14.573
District of Columbia,2015,30813,93701,453192,0,6,14,1.838,67.546,30.029
Florida,2015,1405801,1971645,14028654,6,105,171,4.496,53.479,12.199
Georgia,2015,855245,1112080,6443651,3,51,106,3.639,46.1,16.412
Hawaii,2015,96573,135482,926174,1,7,15,8.393,50.052,16.509
Idaho,2015,146791,175145,1038291,1,7,9,8.265,38.421,8.824
Illinois,2015,1015317,1372755,8331898,5,68,113,5.348,49.241,13.613
Indiana,2015,539568,743107,4212004,3,29,40,5.27,39.44,9.603
Iowa,2015,243253,359178,1999854,1,13,16,5.844,37.521,8.036
Kansas,2015,237647,327480,1803253,2,13,15,6.334,38.311,8.446
Kentucky,2015,339903,471060,2865061,2,24,35,5.869,50.853,12.059
Louisiana,2015,367464,503266,2954805,1,22,41,2.904,44.069,14.04
Maine,2015,91487,124761,936729,1,8,12,8.64,64.399,12.955
Maryland,2015,453674,617785,3951408,2,32,56,3.62,52.552,14.238
Massachusetts,2015,487249,792216,4556470,4,72,88,7.308,90.748,19.35
Michigan,2015,779507,1108537,6511669,3,42,76,4.431,37.941,11.663
Minnesota,2015,427687,572944,3589691,3,32,47,6.985,55.322,12.997
Mississippi,2015,244221,331045,1870263,1,9,22,2.505,26.629,11.575
Missouri,2015,469494,652575,3941380,2,25,38,4.776,39.049,9.528
Montana,2015,74427,111264,684598,1,6,9,10.808,57.108,12.452
Nebraska,2015,152704,213106,1187602,1,10,11,6.189,44.849,9.519
Nevada,2015,224147,287409,1916967,1,14,29,6.602,48.217,15.316
New Hampshire,2015,96774,142696,911511,1,15,15,11.279,108.404,16.892
New Jersey,2015,694182,892114,5965066,4,59,82,5.526,66.267,13.809
New Mexico,2015,165412,223662,1329649,2,12,19,9.561,54.249,13.953
New York,2015,1416226,2197628,13150285,6,127,265,4.522,57.674,20.146
North Carolina,2015,783879,1053931,6532379,3,60,94,3.913,56.67,14.465
North Dakota,2015,52111,102161,463569,0,4,3,8.063,38.44,7.168
Ohio,2015,909989,1220151,7605364,4,59,98,4.816,48.603,12.861
Oklahoma,2015,314698,428910,2448662,2,18,25,5.335,41.67,10.288
Oregon,2015,291584,417950,2739602,3,33,50,10.015,79.603,18.326
Pennsylvania,2015,928154,1344620,8572327,5,70,127,5.622,52.175,14.82
Rhode Island,2015,74286,127975,702577,1,11,13,8.432,89.048,18.776
South Carolina,2015,367649,515200,3219369,1,27,41,3.438,53.081,12.618
South Dakota,2015,66117,92977,539708,0,3,5,7.477,36.523,8.532
Tennessee,2015,508573,700709,4323137,2,33,58,4.862,46.573,13.517
Texas,2015,2395358,3083498,16842117,14,145,157,5.732,46.9,9.331
Utah,2015,294912,387120,1695021,2,14,14,8.138,35.328,8.511
Vermont,2015,42936,74732,425544,0,8,8,11.428,108.254,18.402
Virginia,2015,626833,888046,5430166,3,38,62,4.271,43.059,11.455
Washington,2015,532127,745740,4751278,4,43,70,7.874,57.467,14.675
West Virginia,2015,128587,185094,1248039,1,10,13,6.969,52.855,10.794
Wisconsin,2015,445564,626320,3787384,3,27,37,6.761,43.403,9.737
Wyoming,2015,44091,62125,375070,0,3,3,9.832,48.134,9.146
Alabama,2016,375632,515697,3179298,1,20,45,3.588,38.351,14.149
Alaska,2016,58821,75809,450641,0,4,9,7.089,57.566,19.53
Arizona,2016,551089,747345,4489709,4,44,75,6.554,58.466,16.701
Arkansas,2016,236782,316285,1922394,1,12,24,5.147,37.537,12.267
California,2016,3033914,4323156,25492189,21,345,523,6.855,79.883,20.518
Colorado,2016,425994,591983,3629008,3,49,72,7.913,83.172,19.847
Connecticut,2016,276122,389201,2395872,2,33,50,6.026,83.633,20.75
Delaware,2016,69477,95499,642469,0,6,10,3.679,61.95,15.79
District of Columbia,2016,31164,90630,463974,0,6,19,2.234,69.979,40.963
Florida,2016,1415667,1960092,14351670,6,122,218,4.482,62.195,15.185
Georgia,2016,862534,1106098,6555271,3,49,96,3.356,44.508,14.643
Hawaii,2016,95796,128416,934643,1,7,14,5.845,52.206,15.468
Idaho,2016,149626,177049,1062401,1,8,10,6.579,42.39,9.876
Illinois,2016,1006653,1352935,8352680,5,79,124,4.772,58.361,14.867
Indiana,2016,538403,741896,4240275,3,42,60,5.48,57.25,14.056
Iowa,2016,244029,359493,2008814,1,16,20,5.459,45.278,9.904
Kansas,2016,237420,324503,1811408,1,16,20,5.522,48.922,11.26
Kentucky,2016,340232,468636,2883972,2,22,35,5.379,47.395,12.099
Louisiana,2016,365494,491237,2976965,1,18,36,2.765,36.923,11.94
Maine,2016,90519,124197,942340,1,8,13,7.038,66.191,13.343
Maryland,2016,453829,609069,3982694,2,38,67,3.486,62.041,16.857
Massachusetts,2016,484894,792371,4598419,3,74,102,6.355,93.468,22.221
Michigan,2016,770605,1100969,6555498,3,52,87,4.422,47.484,13.339
Minnesota,2016,431266,574516,3625172,2,28,49,5.667,47.887,13.494
Mississippi,2016,243347,325383,1879442,1,9,22,2.449,29.046,11.48
Missouri,2016,467819,644888,3967539,2,29,50,4.687,44.358,12.623
Montana,2016,74636,110413,693178,1,6,10,8.914,58.122,13.926
Nebraska,2016,154318,213416,1196562,1,12,13,5.993,56.549,11.11
Nevada,2016,226449,285045,1964559,1,17,40,6.214,58.313,20.195
New Hampshire,2016,95517,142276,920285,1,13,12,8.886,88.124,13.154
New Jersey,2016,691607,890578,6001097,3,58,80,4.904,64.769,13.413
New Mexico,2016,165925,220697,1338531,1,12,21,7.403,55.818,15.863
New York,2016,1403019,2156021,13244748,6,125,283,4.437,57.929,21.336
North Carolina,2016,789194,1047806,6651709,3,54,100,4.044,51.738,15.073
North Dakota,2016,52376,97469,466368,0,5,4,6.13,46.787,9.647
Ohio,2016,902125,1214375,7643985,5,63,105,5.004,51.702,13.722
Oklahoma,2016,316132,423784,2464143,2,23,30,4.755,53.868,12.228
Oregon,2016,292642,417821,2791313,3,37,64,10.072,88.588,23.026
Pennsylvania,2016,922209,1328664,8602887,5,74,136,5.356,55.66,15.83
Rhode Island,2016,73649,127226,707314,1,10,14,7.036,76.784,19.693
South Carolina,2016,370519,510357,3284833,1,30,49,3.833,59.512,15
South Dakota,2016,67066,92382,544008,0,3,4,5.641,34.504,8.163
Tennessee,2016,509963,694756,4382664,3,37,65,4.961,52.641,14.919
Texas,2016,2431437,3086931,17182224,11,136,186,4.553,44.218,10.835
Utah,2016,300510,392070,1736486,2,18,21,6.897,46.698,12.253
Vermont,2016,42109,74469,426296,0,9,10,9.268,122.375,22.32
Virginia,2016,628617,877876,5486815,3,46,86,4.293,52.626,15.668
Washington,2016,536155,739948,4859213,4,48,91,7.045,65.224,18.665
West Virginia,2016,127201,181138,1242852,1,9,16,6.075,50.739,12.59
Wisconsin,2016,444929,625910,3806407,3,39,57,5.829,61.921,14.959
Wyoming,2016,44231,59736,375321,0,3,4,8.266,48.286,11.71
Alabama,2017,373065,510012,3201636,1,23,45,3.843,44.875,14.012
Alaska,2017,58106,73343,454286,0,4,9,4.52,50.92,19.468
