North Carolina,2005,723206,900033,5515308,33,26,7,51.877,55.922,1.712,50,141,209,69.681,156.353,37.976,93,247,369,127.907,274.322,66.877
North Dakota,2005,50524,84579,394935,2,3,0,45.088,54.037,1.307,2,9,11,44.932,110.343,28.588,5,18,17,102.733,207.419,41.931
Ohio,2005,977997,1249533,7288639,50,40,7,57.238,63.294,1.727,68,207,307,69.614,165.579,42.052,133,353,522,135.763,282.777,71.623
Oklahoma,2005,295821,415188,2187319,14,12,2,52.582,54.525,1.697,19,54,80,62.553,130.567,36.467,38,89,125,128.73,214.836,57.006
Oregon,2005,297574,395092,2383671,17,12,3,71.246,73.417,2.401,24,73,144,82.137,185.677,60.349,53,131,225,176.508,332.076,94.477
Pennsylvania,2005,1029986,1325571,8088579,53,44,7,58.594,64.705,1.518,68,230,324,66.465,173.602,40.015,142,395,579,137.955,298.144,71.524
Rhode Island,2005,87162,125832,687555,5,4,1,71.411,83.889,2.025,8,35,41,96.781,275.409,59.606,15,51,69,174.136,408.192,100.123
South Carolina,2005,361860,461761,2698757,18,15,3,54.191,62.061,1.52,22,72,98,60.955,156.102,36.232,43,113,152,118.935,245.392,56.468
South Dakota,2005,66214,92864,477378,3,3,0,51.103,55.984,1.485,4,13,16,63.708,139.617,34.032,8,22,25,122.828,233.436,52.505
Tennessee,2005,486247,634563,3851545,24,19,4,57.223,64.827,1.806,29,107,165,59.789,168.617,42.875,64,181,283,130.661,284.827,73.44
Texas,2005,2083455,2674678,13620520,94,72,14,51.67,48.641,1.5,116,321,361,55.644,120.136,26.475,242,595,705,116.13,222.424,51.736
Utah,2005,233270,364626,1353274,10,10,2,39.364,41.125,1.828,12,35,37,49.622,96.646,27.219,24,69,66,100.777,189.941,48.814
Vermont,2005,51757,70705,414171,3,3,0,77.52,105.166,2.035,5,20,28,100.977,282.339,66.909,9,30,45,176.345,420.619,108.304
Virginia,2005,621149,782661,4767472,31,23,5,56.091,56.338,1.685,40,123,178,64.304,156.771,37.381,83,211,264,133.5,270.118,55.286
Washington,2005,532240,686791,4037966,26,23,4,56.818,73.406,2.126,41,138,249,77.757,200.517,61.739,78,224,342,146.233,326.374,84.695
West Virginia,2005,136941,188109,1219878,6,5,1,53.668,61.728,1.296,10,35,49,69.385,186.06,39.979,19,54,70,136.257,285.927,57.219
Wisconsin,2005,469879,631978,3530390,24,23,4,57.341,76.637,1.899,31,100,129,65.884,157.523,36.471,61,187,226,129.074,295.76,63.886
Wyoming,2005,42307,60899,324179,2,2,0,65.907,80.717,1.825,3,11,15,75.578,176.442,47.267,6,18,23,152.365,298.106,71.688
Alabama,2006,386639,500168,2919719,18,15,2,50.085,47.082,1.011,21,57,92,54.082,113.858,31.572,43,96,163,112.026,192.794,55.699
Alaska,2006,64383,74321,395433,3,2,0,58.348,74.354,1.532,5,14,24,79.823,188.131,60.03,10,25,40,151.563,332.369,100.564
Arizona,2006,531706,667551,3852843,26,21,2,54.375,59.604,1.096,32,101,138,60.227,151.663,35.841,66,171,229,124.725,256.843,59.499
Arkansas,2006,234358,298001,1778618,11,9,1,57.329,64.312,1.069,16,46,73,66.278,154.332,41.122,30,79,124,126.855,265.498,69.98
California,2006,3251070,4216574,22275311,150,133,14,52.316,58.304,1.051,221,714,1018,68.116,169.433,45.699,424,1180,1726,130.271,279.859,77.48
Colorado,2006,387286,516885,3028921,23,17,2,78.479,88.692,1.573,32,112,176,81.488,217.559,58.096,63,180,263,162.563,348.226,86.707
Connecticut,2006,296415,352612,2273192,17,13,1,67.006,85.358,1.084,22,71,88,74.39,202.108,38.728,42,126,165,142.161,356.298,72.562
Delaware,2006,70333,91979,547985,3,3,0,51.395,76.921,1.086,5,17,22,69.011,187.256,40.938,9,30,41,126.702,321.913,74.321
District of Columbia,2006,37965,82030,377906,2,3,0,61.751,86.963,1.871,3,20,26,68.143,239.745,68.708,5,31,42,129.952,372.018,110.34
Florida,2006,1389340,1778827,12041147,68,56,7,55.108,59.121,0.925,96,311,435,69.344,175.069,36.145,175,491,760,126.187,276.267,63.109
Georgia,2006,822659,1001876,5761385,36,34,4,48.667,62.604,1.206,47,144,237,57.332,143.276,41.115,96,247,408,116.195,246.833,70.828
Hawaii,2006,99465,126140,819708,5,4,0,63.343,75.932,0.887,7,20,30,70.504,156.663,37.207,14,35,47,141.145,280.289,57.005
Idaho,2006,132866,165315,893079,6,4,1,50.15,46.953,1.176,8,23,32,61.001,138.55,35.826,15,40,47,114.403,240.426,52.391
Illinois,2006,1094265,1433731,8011425,52,46,5,53.984,63.086,1.114,68,220,286,61.995,153.66,35.687,126,388,499,115.37,270.571,62.246
Indiana,2006,539431,689525,3967335,29,25,3,59.756,76.908,1.124,40,112,160,73.682,162.46,40.33,67,192,254,124.866,278.772,64.13
Iowa,2006,248086,343994,1882850,13,12,1,53.575,54.663,0.972,14,36,45,55.256,104.138,24.001,27,68,85,107.996,198.593,45.405
Kansas,2006,235408,322138,1693284,11,11,1,48.288,60.832,1.061,16,47,63,68.809,144.399,37.213,29,89,99,124.737,274.817,58.745
Kentucky,2006,341772,430183,2710811,19,15,2,67.394,74.308,1.109,24,75,100,70.219,173.82,36.893,47,117,184,138.889,273.134,68.04
Louisiana,2006,372138,505392,2604053,19,15,2,55.412,57.691,1.129,21,72,97,57.639,141.587,37.126,45,123,182,119.939,243.682,69.703
Maine,2006,105652,127761,894906,6,5,0,68.669,100.981,1.041,10,34,50,97.952,266.546,55.696,17,51,74,164.268,399.69,83.082
Maryland,2006,478466,589416,3571216,24,22,3,56.306,73.488,1.211,28,94,110,58.612,159.116,30.783,60,180,211,124.84,304.776,59.015
Massachusetts,2006,510890,716472,4200845,29,27,3,71.8,92.107,1.212,44,168,218,86.828,233.917,51.818,83,275,375,162.408,384.333,89.161
Michigan,2006,888059,1095038,6401469,45,39,4,57.843,78.711,1.219,67,202,317,75.522,184.504,49.523,121,359,517,136.621,327.784,80.753
Minnesota,2006,436903,582894,3276237,22,19,2,54.761,71.95,1.224,31,114,166,72.016,195.54,50.736,56,180,248,127.382,309.441,75.778
Mississippi,2006,259663,330771,1756337,11,10,1,41.893,45.682,1.099,12,40,57,47.285,120.502,32.696,24,67,91,93.502,202.884,51.929
Missouri,2006,494026,633170,3701021,24,21,2,51.73,62.833,1.116,32,90,145,64.227,141.907,39.304,62,157,266,125.593,247.966,71.971
Montana,2006,79003,105557,611324,4,3,0,65.346,83.13,1.052,7,23,39,93.974,219.416,63.403,13,38,49,163.151,360.686,79.402
Nebraska,2006,149456,209102,1085658,7,7,1,46.557,55.854,1,8,29,36,55.693,136.559,33.1,16,52,58,105.077,249.327,53.198
Nevada,2006,211067,243884,1609285,9,6,1,55.421,54.466,1.356,15,35,72,70.515,142.309,44.613,29,61,120,138.234,249.673,74.315
New Hampshire,2006,111310,134161,868239,6,5,1,63.167,107.704,1.344,10,35,47,86.439,259.262,54.579,18,55,81,157.85,410.359,93.821
New Jersey,2006,727090,852072,5662105,36,26,3,52.888,58.339,0.955,42,127,171,57.687,148.497,30.258,89,231,344,121.946,271.673,60.807
New Mexico,2006,172181,226537,1198968,9,6,1,75.666,80.741,0.991,15,43,54,87.281,190.645,45.258,28,71,82,161.747,314.348,68.106
New York,2006,1579916,2179143,12397704,80,74,8,57.596,67.558,1.08,117,437,570,74.333,200.599,45.963,220,690,986,139.329,316.844,79.539
North Carolina,2006,728599,907260,5664014,36,27,4,53.267,55.018,1.095,45,140,201,62.248,154.646,35.561,86,234,355,118.23,257.861,62.625
North Dakota,2006,50947,88579,388842,2,3,0,52.139,61.035,0.915,3,11,13,50.18,118.576,34.2,6,20,19,114.818,230.177,48.647
Ohio,2006,971766,1226839,7315244,55,43,5,64.733,70.009,1.176,71,213,289,73.514,173.88,39.485,139,363,516,142.661,295.957,70.473
Oklahoma,2006,299621,410759,2202862,14,12,1,50.691,54.643,1.054,19,51,82,62.125,125.208,37.077,35,85,129,116.634,206.943,58.786
Oregon,2006,297325,387123,2436662,17,14,2,67.347,80.71,1.343,23,71,139,78.085,184.325,57.079,48,131,231,160.903,337.901,94.783
Pennsylvania,2006,1018244,1324878,8099649,52,48,5,57.184,67.11,0.961,70,210,279,69.086,158.627,34.418,136,378,501,133.217,285.294,61.906
Rhode Island,2006,85339,127016,683457,5,5,0,75.851,108.721,1.234,8,38,47,97.663,300.214,68.878,16,56,73,184.846,444.26,106.653
South Carolina,2006,362886,457237,2759373,17,14,2,49.872,61.24,1.044,19,63,90,52.979,138.187,32.455,41,111,160,111.684,242.234,57.896
South Dakota,2006,66722,91328,484977,3,3,0,47.037,60.017,0.994,4,13,18,57.669,142.019,36.976,8,23,25,114.252,247.41,50.69
Tennessee,2006,496587,620435,3921118,24,19,3,55.75,58.191,1.167,30,101,153,61.231,162.522,38.929,62,165,276,125.666,266.68,70.402
Texas,2006,2105817,2699382,13969152,95,70,10,51.409,45.412,1.062,115,297,385,54.706,110.131,27.562,236,554,693,112.224,205.14,49.589
Utah,2006,243193,370864,1398474,9,9,1,34.193,31.091,1.375,11,37,37,43.198,98.444,26.417,21,63,58,87.651,168.938,41.159
Vermont,2006,50946,68687,415768,3,3,0,81.474,114.109,1.151,6,20,28,109.031,291.595,67.522,9,31,44,185.242,445.308,106.256
Virginia,2006,617354,798995,4833297,30,26,3,54.569,66.75,1.154,47,148,215,76.269,185.74,44.478,82,236,318,132.863,295.064,65.697
Washington,2006,534929,672222,4127451,26,23,3,55.514,69.816,1.263,40,128,232,74.011,190.554,56.214,76,212,343,141.429,315.005,83.158
West Virginia,2006,136317,181656,1221268,6,6,1,52.822,64.49,0.889,9,30,41,63.977,164.205,33.803,17,48,72,127.688,265.997,58.864
Wisconsin,2006,467728,619449,3562535,25,21,3,61.544,72.548,1.117,33,100,142,70.601,161.807,39.85,63,193,236,135.599,310.917,66.376
Wyoming,2006,42925,59433,327096,2,2,0,67.516,89.292,1.219,3,11,15,80.773,181.262,45.93,7,18,23,155.255,309.674,71.665
Alabama,2007,383012,499641,2945019,16,15,2,45.213,46.279,1.078,20,65,90,52.351,129.917,30.587,42,103,163,108.52,207.027,55.397
Alaska,2007,62685,75733,402686,3,2,0,61.479,72.432,1.555,5,15,29,80.049,202.775,72.042,9,25,46,150.352,334.176,113.748
Arizona,2007,537098,672122,3970487,25,22,3,54.975,67.064,1.243,35,108,157,65.748,160.837,39.644,73,188,275,136.691,279.259,69.282
Arkansas,2007,232677,293615,1798383,10,9,1,49.327,65.813,1.289,13,46,69,56.759,155.053,38.406,27,81,140,114.474,274.7,77.617
California,2007,3209102,4257978,22463775,157,170,19,55.822,71.455,1.302,221,736,1037,68.799,172.889,46.16,425,1254,1782,132.45,294.413,79.338
Colorado,2007,387018,520149,3099040,22,18,2,74.241,93.812,1.843,35,122,212,91.267,234.395,68.407,64,185,299,166.154,356.056,96.527
Connecticut,2007,292219,356482,2270009,17,12,2,65.952,72.507,1.313,23,71,96,77.891,197.84,42.08,40,123,169,136.444,345.547,74.431
Delaware,2007,69899,92374,555898,3,3,0,53.768,85.359,1.264,5,20,26,71.903,221.084,46.013,10,32,43,137.926,343.938,76.563
District of Columbia,2007,37001,84647,382077,2,3,0,68.32,83.84,2.097,3,20,26,72.093,237.239,67.865,5,31,43,138.453,367.415,111.346
Florida,2007,1368710,1777472,12159193,64,58,7,51.703,58.111,1.05,90,278,492,65.489,156.205,40.436,169,463,849,123.323,260.407,69.82
Georgia,2007,824664,999107,5874242,37,34,5,52.416,59.523,1.473,45,147,227,54.09,147.214,38.672,100,248,440,120.805,248.706,74.962
Hawaii,2007,95794,128777,828347,5,4,0,65.54,78.045,0.707,7,22,41,70.893,173.119,49.735,13,38,59,136.346,292.883,70.794
Idaho,2007,132932,163520,913888,6,5,1,52.843,53.357,1.247,9,24,36,70.734,145.533,39.792,17,41,55,125.398,252.378,60.652
Illinois,2007,1082534,1442935,8046718,52,50,5,54.559,64.052,1.222,67,210,296,61.805,145.582,36.735,127,376,533,117.725,260.832,66.206
Indiana,2007,535015,677663,4001008,27,26,3,58.043,74.073,1.155,41,114,170,75.782,168.662,42.497,71,186,279,131.989,274.09,69.837
Iowa,2007,244378,340717,1894591,11,11,1,45.071,50.472,0.946,13,29,40,51.285,86.173,20.907,24,61,70,96.349,180.008,37.151
Kansas,2007,232244,321431,1708875,11,11,1,52.933,64.661,1.074,15,43,58,62.671,134.736,33.667,27,81,95,117.321,251.312,55.341
Kentucky,2007,339631,425520,2745161,19,14,2,64.848,62.56,1.38,22,68,109,63.754,159.251,39.568,43,109,191,125.803,256.154,69.599
Louisiana,2007,370852,513946,2648484,17,17,2,45.225,54.396,1.153,19,70,88,52.254,136.458,33.121,40,118,162,107.297,228.638,61.029
Maine,2007,102760,125395,897986,6,5,1,64.102,85.001,1.427,9,29,53,91.257,233.801,59.255,16,46,75,156.857,364.747,83.857
Maryland,2007,469557,598009,3582541,26,25,3,59.261,77.087,1.199,30,99,123,62.834,165.953,34.201,61,176,258,129.566,294.043,71.882
Massachusetts,2007,506225,733229,4219456,30,28,3,71.578,90.986,1.468,41,161,184,81.371,220.109,43.569,78,261,329,154.242,356.609,77.915
Michigan,2007,869168,1086307,6405116,43,41,5,56.84,79.897,1.338,64,209,314,73.572,192.04,48.992,118,349,497,136.082,321.217,77.561
Minnesota,2007,429517,576248,3308617,19,20,2,48.991,81.142,1.305,28,121,158,66.002,209.53,47.757,53,191,245,123.447,331.852,73.989
Mississippi,2007,256834,329777,1764673,11,11,1,42.006,46.892,0.999,11,38,54,44.608,115.221,30.647,23,63,84,91.33,190.252,47.73
Missouri,2007,488564,623849,3738674,23,20,2,53.217,64.418,1.256,31,95,137,62.987,152.859,36.51,60,159,242,123.363,255.312,64.669
Montana,2007,78003,105436,621245,4,4,0,67.982,85.64,1.144,7,24,36,86.464,229.928,58.073,13,37,50,163.945,352.277,80.091
Nebraska,2007,147219,208669,1092664,7,7,1,50.072,50.746,1.029,9,28,34,63.213,135.05,31.573,17,50,61,116.036,238.609,55.9
Nevada,2007,213693,241972,1646368,10,7,2,57.274,62.291,1.54,16,39,75,75.762,163.176,45.621,32,67,128,150.489,276.107,77.462
New Hampshire,2007,109279,132548,872225,6,6,1,69.438,108.794,1.69,10,35,55,94.315,265.339,63.186,19,55,87,170.8,415.644,100.187
New Jersey,2007,715118,858459,5652902,30,27,4,41.979,58.112,1.033,41,137,172,56.908,159.904,30.45,75,230,299,104.235,268.232,52.898
New Mexico,2007,167079,226011,1217991,9,7,1,71.208,85.71,1.127,14,37,48,82.71,164.127,39.592,26,64,76,157.841,282.835,62.226
New York,2007,1559314,2218415,12500501,78,76,9,57.224,67.316,1.26,122,473,535,78.263,213.108,42.833,222,717,940,142.539,323.362,75.191
North Carolina,2007,730031,926614,5782173,41,32,5,64.608,64.289,1.352,50,153,244,69.071,165.556,42.148,97,252,407,133.348,271.534,70.407
North Dakota,2007,49767,89213,391328,2,3,0,51.15,67.023,0.922,3,10,14,53.393,115.541,34.934,5,22,19,105.144,242.973,47.757
Ohio,2007,956958,1210200,7350420,51,42,6,59.706,70.31,1.348,71,204,282,74.474,168.494,38.394,132,348,494,138.254,287.758,67.219
Oklahoma,2007,295908,408764,2229744,14,13,1,48.585,54.592,1.008,18,47,76,59.809,115.718,34.142,34,84,129,114.992,205.259,58.017
Oregon,2007,295639,383360,2477185,17,16,2,70.909,94.69,1.692,24,84,161,81.648,218.897,64.941,49,142,253,165.457,369.494,102.052
Pennsylvania,2007,998611,1325852,8116495,48,45,5,53.507,67.257,1.071,69,203,267,69.422,153.238,32.944,123,357,472,123.139,268.928,58.137
Rhode Island,2007,83372,126249,680188,5,5,1,74.62,106.563,1.561,8,38,51,93.888,303.829,74.418,15,56,70,176.688,441.113,102.796
South Carolina,2007,359862,460337,2817192,16,14,2,48,55.19,1.148,20,62,99,54.479,135.721,35.268,41,109,163,113.42,236.168,57.952
South Dakota,2007,66089,90910,494494,3,3,0,49.303,64.794,0.963,4,13,17,61.207,144.867,34.563,7,23,24,113.114,249.832,48.256
Tennessee,2007,496878,616545,3996018,22,18,3,48.04,56.401,1.258,30,104,164,61.191,168.422,41.083,59,161,296,117.965,261.654,74.174
Texas,2007,2107904,2702238,14256754,91,78,10,48.825,49.611,1.144,121,316,407,57.441,116.967,28.572,232,545,698,110.042,201.613,48.969
Utah,2007,248473,374336,1458451,10,9,1,38.185,29.575,1.046,13,37,40,50.748,98.002,27.512,24,63,58,98.06,168.109,39.855
Vermont,2007,49626,68089,417049,3,3,0,75.163,104.911,1.444,5,20,29,109.299,296.85,68.972,9,30,44,178.439,445.644,104.778
Virginia,2007,612162,820128,4873378,30,30,4,56.62,69.53,1.423,41,136,187,67.577,165.384,38.276,81,226,316,131.758,275.046,64.86
Washington,2007,528584,673412,4199736,25,23,3,53.76,71.441,1.59,38,117,242,71.46,173.358,57.558,75,207,376,141.656,308.054,89.623
West Virginia,2007,134149,177189,1224679,6,5,1,50.883,57.211,1.079,8,25,40,62.538,142.878,32.675,17,43,74,126.609,241.22,60.625
Wisconsin,2007,460365,613671,3601989,25,22,3,60.349,74.973,1.228,33,111,155,72.439,180.41,43.122,63,191,248,136.584,310.696,68.985
Wyoming,2007,42535,59260,332809,2,2,0,64.904,72.751,1.141,3,9,12,72.743,152.034,36.53,6,16,20,148.538,271.32,61.133
Alabama,2008,379377,505718,2974610,16,17,2,44.659,55.28,1.161,22,73,100,56.982,144.948,33.529,38,114,175,101.094,226.035,58.909
Alaska,2008,60678,77131,409778,3,2,0,63.478,73.291,1.705,6,19,38,91.426,251.573,93.036,10,27,52,158.905,355.106,126.728
Arizona,2008,538865,686141,4050064,27,21,3,61.007,65.833,1.244,39,117,197,72.811,170.793,48.591,77,202,295,142.765,294.163,72.922
Arkansas,2008,231516,295741,1818264,10,10,1,51.486,69.879,1.231,16,48,80,67.252,161.576,43.957,29,82,143,123.297,275.905,78.484
California,2008,3147890,4329856,22568441,182,171,19,66.644,73.858,1.385,242,808,1256,77.004,186.706,55.653,476,1392,2010,151.175,321.473,89.062
Colorado,2008,384709,527605,3153539,24,20,2,81.132,92.346,1.693,39,128,231,101.734,241.81,73.098,71,204,340,185.465,385.898,107.868
Connecticut,2008,287870,363648,2276860,18,15,2,70.949,89.825,1.365,24,82,107,83.46,225.566,46.994,46,135,188,159.147,371.033,82.544
Delaware,2008,68911,93807,564013,4,4,0,66.653,95.529,1.367,5,21,24,75.448,226.733,42.9,11,34,41,155.299,359.172,73.507
District of Columbia,2008,35726,86607,385608,2,3,0,72.511,83.802,2.443,3,17,23,74.972,195.891,60.673,5,29,39,145.912,331.63,101.075
Florida,2008,1348640,1804515,12261205,65,63,7,53.453,62.188,1.047,85,274,533,63.121,152.105,43.509,175,480,905,129.396,265.83,73.825
Georgia,2008,822696,1013813,5963681,37,38,5,54.625,68.952,1.671,45,161,266,55.034,158.672,44.626,104,270,486,126.869,266.043,81.513
Hawaii,2008,93198,131005,828273,4,4,0,64.159,75.691,1.146,7,25,57,77.198,191.485,68.406,13,41,72,144.518,311.356,87.385
Idaho,2008,132962,164370,930335,7,6,1,54.951,71.773,1.254,10,23,39,75.024,141.286,42.057,18,47,67,134.374,282.979,71.515
Illinois,2008,1065750,1461607,8068047,52,55,5,56.544,68.488,1.157,78,237,311,72.873,162.321,38.588,142,408,566,133.331,279.459,70.115
Indiana,2008,529845,679069,4034745,27,26,2,58.131,73.7,1.104,38,112,168,72.384,164.805,41.743,68,185,286,129.002,272.208,70.811
Iowa,2008,240105,339894,1905387,12,12,1,53.415,59.712,0.953,17,40,56,68.807,116.232,29.243,28,70,93,117.243,205.379,48.997
Kansas,2008,229136,321796,1723761,12,12,1,56.542,68.497,0.995,14,42,59,59.702,130.389,33.965,28,82,103,121.168,256.251,60.032
Kentucky,2008,336896,428585,2771834,17,14,2,54.605,60.867,1.392,18,61,91,52.702,142.46,32.714,37,106,169,109.1,246.574,60.991
Louisiana,2008,370950,523818,2716104,15,17,2,38.883,55.345,1.176,18,80,88,48.155,151.901,32.556,36,122,150,97.554,232.342,55.141
Maine,2008,99629,125205,902774,5,5,1,54.266,89.731,1.406,8,33,69,84.288,261.287,76.914,14,50,89,142.037,396.842,98.524
Maryland,2008,459954,611079,3612130,22,26,2,56.125,81.974,1.163,32,104,128,70.136,170.265,35.552,63,185,252,137.341,303.203,69.811
Massachusetts,2008,498720,758227,4263188,29,30,3,71.302,96.895,1.608,45,188,249,90.888,248.419,58.375,82,305,418,164.383,401.894,98.065
Michigan,2008,842712,1086902,6402870,44,46,4,59.749,87.222,1.345,66,206,354,78.844,189.865,55.212,120,351,545,142.1,323.33,85.076
Minnesota,2008,421196,574322,3344152,19,22,2,48.539,78.855,1.157,24,98,138,55.844,171.003,41.301,48,172,232,112.945,299.176,69.234
Mississippi,2008,252527,331040,1778519,10,11,1,40.899,52.245,1.115,13,39,56,50.248,117.201,31.458,25,67,94,99.154,203.588,53.001
Missouri,2008,482442,626322,3786858,22,22,2,51.104,71.205,1.204,28,106,157,57.426,169.066,41.527,56,170,251,115.367,271.909,66.183
Montana,2008,76196,105444,629651,4,4,0,66.719,97.927,1.275,7,23,36,87.838,219.899,57.238,12,37,51,154.988,349.639,80.393
Nebraska,2008,144863,208854,1100620,7,8,1,44.827,63.231,0.971,9,31,39,60.883,146.99,35.029,16,51,67,108.731,246.283,61.244
Nevada,2008,214026,246764,1668924,12,8,2,71.596,65.514,1.45,19,45,84,89.631,183.422,50.57,35,72,129,164.522,289.8,77.449
New Hampshire,2008,106508,133724,880070,6,6,1,62.904,105.347,1.486,10,36,61,96.595,272.807,69.093,18,56,93,165.572,418.32,105.474
New Jersey,2008,702953,871610,5658877,34,36,4,48.922,76.888,1.011,43,152,169,61.623,174.215,29.863,82,262,321,116.308,300.05,56.738
New Mexico,2008,163513,227941,1230799,10,7,1,78.446,80.087,1.233,15,36,55,92.468,157.38,44.924,28,67,84,168.275,292.29,68.155
New York,2008,1535172,2262614,12574826,81,81,9,60.525,73.843,1.346,131,522,612,85.013,230.887,48.67,228,823,1048,148.748,363.572,83.372
North Carolina,2008,727969,947518,5878891,41,34,5,62.377,66.701,1.324,52,160,264,71.924,168.518,44.864,98,269,423,134.145,283.481,72.034
North Dakota,2008,48559,88745,395073,2,3,0,42.82,65.944,0.843,2,9,13,50.577,106.528,33.003,5,20,19,94.171,230.622,48.523
Ohio,2008,939669,1213022,7401492,46,46,6,55.93,74.706,1.279,72,209,288,76.319,172.63,38.871,122,358,483,129.723,295.391,65.234
Oklahoma,2008,293240,409494,2253581,14,13,1,48.654,57.667,1.091,18,58,89,62.312,141.847,39.626,37,103,161,126.922,250.567,71.581
Oregon,2008,292301,386957,2507377,18,15,2,78.746,96.276,1.895,25,92,178,86.555,238.712,71.096,54,144,261,183.36,373.254,104.025
Pennsylvania,2008,980441,1342616,8192882,48,51,5,53.672,74.715,1.044,71,229,311,71.946,170.768,37.977,126,386,543,128.691,287.768,66.236
Rhode Island,2008,81128,127468,679594,5,5,1,71.963,91.61,1.612,7,35,47,90.916,271.445,69.428,13,50,64,163.145,394.751,93.939
South Carolina,2008,356186,469765,2872669,16,16,2,47.737,64.086,1.184,20,79,120,55.453,168.815,41.604,42,120,184,117.493,255.789,64.04
South Dakota,2008,64983,90798,500732,3,3,0,51.693,67,0.93,4,12,17,66.119,135.474,34.383,8,23,28,120.516,256.695,55.503
Tennessee,2008,494043,622376,4049989,20,20,3,41.055,59.952,1.201,26,104,151,51.871,166.391,37.243,52,164,281,105.233,262.756,69.464
Texas,2008,2113980,2737418,14523007,99,92,10,52.017,58.589,1.143,129,368,422,61.057,134.467,29.057,238,603,769,112.409,220.299,52.926
Utah,2008,252460,376060,1500232,11,11,1,39.417,36.412,1.033,12,31,34,47.849,82.093,22.704,25,67,62,97.289,177.003,41.271
Vermont,2008,47705,68523,419240,3,3,0,73.72,119.301,1.533,5,21,33,97.333,305.584,77.549,8,31,46,166.709,452.532,110.863
Virginia,2008,604833,835958,4928699,32,36,4,59.806,75.869,1.332,38,131,170,63.31,157.021,34.495,83,226,311,137.96,270.279,63.192
Washington,2008,522369,685351,4262578,25,26,3,56.826,85.304,1.593,40,118,236,77.353,171.94,55.324,80,234,387,152.379,341.081,90.827
West Virginia,2008,132189,176668,1229556,7,5,1,53.306,57.617,1.163,8,31,46,57.434,174.597,37.415,16,47,85,120.51,266.311,68.768
Wisconsin,2008,450304,615402,3632151,24,23,2,61.569,83.917,1.15,32,108,151,71.997,174.881,41.638,62,192,248,137.144,311.326,68.224
Wyoming,2008,42168,60175,339021,2,2,0,64.722,76.961,1.07,3,9,11,75.53,155.033,33.653,6,16,21,141.906,272.428,62.676
Alabama,2009,375942,515510,2993410,16,17,2,45.413,57.413,1.323,22,72,99,57.453,139.016,32.954,41,118,191,107.952,229.293,63.953
Alaska,2009,58753,81679,414553,3,3,0,68.671,81.597,2.395,5,20,41,86.358,244.636,98.197,9,30,58,161.058,367.677,139.24
Arizona,2009,538672,698979,4111148,28,24,4,63.267,63.538,1.716,41,111,197,75.801,159.488,47.825,81,194,328,150.123,277.628,79.805
Arkansas,2009,231881,301928,1833369,10,10,1,50.029,62.495,1.37,15,42,73,63.84,138.79,39.581,28,72,123,118.863,237.685,66.919
California,2009,3101979,4325900,22773074,185,164,29,68.778,74.041,2.039,267,863,1358,85.956,199.448,59.631,493,1422,2234,158.84,328.703,98.088
Colorado,2009,381533,549726,3192744,28,22,3,93.085,96.112,2.1,38,145,283,99.088,263.492,88.579,73,225,400,190.516,409.199,125.383
Connecticut,2009,283906,375156,2285109,17,18,2,72.289,105.073,1.488,25,88,113,88.613,235.559,49.582,48,146,213,167.662,390.306,93.123
Delaware,2009,67805,94200,572665,4,4,0,72.456,92.415,1.442,6,20,26,84.937,210.535,44.78,11,34,46,167.08,356.501,80.897
District of Columbia,2009,34683,86622,392811,2,4,0,75.27,94.427,2.022,3,18,30,93.062,211.36,76.694,6,30,47,166.591,343.925,120.796
Florida,2009,1336737,1850052,12361513,68,66,12,56.871,64.015,1.402,92,319,535,69.16,172.24,43.318,189,530,952,141.027,286.667,77.018
Georgia,2009,820145,1050786,6022823,42,37,5,60.873,65.84,1.501,53,157,224,64.219,149.104,37.269,109,276,439,132.498,262.443,72.942
Hawaii,2009,91104,131160,827725,4,5,1,68.462,82.371,2.116,7,26,49,78.972,198.945,59.664,13,41,68,138.598,314.634,82.237
Idaho,2009,131965,171302,939631,7,7,1,57.095,75.191,1.627,10,28,52,76.283,164.873,55.6,18,51,83,139.578,297.47,88.855
Illinois,2009,1053276,1460312,8097288,52,58,6,56.662,76.858,1.39,79,274,336,75.303,187.865,41.477,141,455,599,134.033,311.536,74.034
Indiana,2009,525525,701086,4047093,27,26,3,56.354,70.173,1.317,35,123,164,66.832,174.959,40.45,65,198,274,123.777,282.863,67.61
Iowa,2009,236022,350071,1908202,13,14,1,59.671,70.43,1.318,16,50,57,69.401,142.729,29.911,31,86,105,131.297,244.611,55.257
Kansas,2009,226545,330970,1730522,12,12,2,56.09,64.838,1.424,15,47,61,64.218,140.734,35.181,29,89,105,125.879,269.14,60.429
Kentucky,2009,334420,446645,2781361,16,16,2,51.507,61.784,1.52,18,64,81,54.407,142.56,29.3,37,102,149,111.905,228.805,53.735
Louisiana,2009,367519,527254,2756163,15,17,2,41.064,55.87,1.424,19,83,87,52.811,157.613,31.654,39,127,153,105.543,240.924,55.508
Maine,2009,96374,128182,903556,5,5,1,59.333,90.53,1.553,9,35,66,89.356,273.381,73.598,15,54,97,152.813,418.869,107.615
Maryland,2009,452038,616208,3653639,22,25,2,55.942,80.141,1.216,32,117,139,70.738,190.067,38.128,62,191,224,137.167,309.389,61.172
Massachusetts,2009,494016,766014,4324616,32,29,4,80.167,98.247,1.84,51,214,299,102.72,279.755,69.233,86,339,509,173.767,442.933,117.734
