Vermont,2004,52660,70932,411991,3,16,27,64.29,227.127,65.506,10,51,257,186.31,714.039,622.632
Virginia,2004,622210,774068,4680347,31,141,276,50.115,182.715,58.935,87,497,2531,139.308,641.648,540.749
Washington,2004,527538,692546,3955836,30,130,268,57.419,187.837,67.688,83,435,2403,157.84,628.51,607.444
West Virginia,2004,136919,192780,1215454,9,35,64,64.939,181.79,52.817,23,104,429,164.745,538.26,353.272
Wisconsin,2004,472397,638835,3502106,38,154,277,80.494,241.206,79.019,107,484,2420,225.888,757.173,691.066
Wyoming,2004,42257,61866,321211,3,13,24,80.965,203.07,74.252,8,41,176,191.671,666.71,548.405
Alabama,2005,384026,504331,2899055,19,66,160,49.386,130.609,55.082,61,269,1274,159.487,534.311,439.526
Alaska,2005,66349,74227,382565,4,13,24,59.613,169.716,62.492,10,43,221,148.154,580.497,578.911
Arizona,2005,522702,660913,3704157,30,110,256,56.86,166.512,68.985,90,400,2156,172.42,605.831,582.075
Arkansas,2005,233328,306500,1755313,15,55,112,65.796,180.675,63.614,41,166,774,176.092,540.685,441.027
California,2005,3293484,4085207,22046720,182,710,1539,55.341,173.875,69.786,487,2375,11972,147.934,581.314,543.031
Colorado,2005,389561,513260,2938592,27,107,216,68.639,208.385,73.441,71,353,1828,181.84,687.396,621.987
Connecticut,2005,299315,349035,2272942,18,80,152,60.452,228.674,66.947,60,251,1467,201.099,718.179,645.445
Delaware,2005,69102,92344,541851,3,15,29,49.046,158.965,53.309,11,59,293,161.926,635.021,540.402
District of Columbia,2005,36509,71305,369695,1,14,32,35.282,200.386,85.609,5,52,231,136.044,723.25,626.065
Florida,2005,1405376,1765323,11819668,73,295,756,51.716,167.073,63.969,234,1035,6727,166.459,586.429,569.127
Georgia,2005,800536,1007170,5604242,36,142,322,44.968,140.957,57.497,115,535,2675,143.651,531.554,477.255
Hawaii,2005,101214,124633,806534,5,22,48,46.963,172.613,59.25,13,72,397,131.509,581.304,492.715
Idaho,2005,130072,171005,869082,9,31,56,71.718,178.838,63.919,21,88,435,161.244,512.232,500.358
Illinois,2005,1100792,1422772,7966227,62,268,479,56.168,188.643,60.089,189,922,4403,171.324,648.097,552.734
Indiana,2005,546441,702749,3913195,28,136,233,50.42,192.973,59.443,81,433,2032,148.633,616.211,519.266
Iowa,2005,244036,348756,1887732,20,77,128,80.012,221.572,67.897,45,234,1040,183.902,670.093,551.174
Kansas,2005,234307,324975,1685072,17,63,111,72.943,194.592,65.726,45,218,933,192.13,670.488,553.812
Kentucky,2005,339347,443407,2675718,20,65,133,57.922,146.464,49.683,54,245,1167,158.866,553.492,436.252
Louisiana,2005,385359,523857,2663520,17,73,165,43.452,139.933,61.899,67,303,1378,173.685,577.967,517.197
Maine,2005,107149,133984,891125,6,24,53,59.719,177.747,59.682,20,89,510,189.42,666.888,572.618
Maryland,2005,488407,582701,3545971,25,97,198,50.319,165.98,55.978,75,367,2015,152.849,629.604,568.285
Massachusetts,2005,510948,693784,4187314,28,134,276,54.994,193.844,65.829,90,488,2545,175.309,702.722,607.831
Michigan,2005,901407,1105696,6379828,47,227,423,52.68,205.36,66.302,148,758,3806,164.244,685.788,596.636
Minnesota,2005,437254,593399,3249410,29,125,241,66.352,211.419,74.093,81,427,2130,185.824,719.822,655.4
Mississippi,2005,257913,339363,1758458,11,48,94,44.346,140.389,53.196,37,160,674,142.269,471.601,383.249
Missouri,2005,490572,648988,3671275,31,146,246,64.16,224.344,67.067,86,426,1901,175.622,656.774,517.673
Montana,2005,77917,107581,605606,8,29,49,106.066,269.725,81.488,17,76,356,214.718,704.401,588.482
Nebraska,2005,148761,210037,1083695,11,50,81,70.857,237.467,74.566,28,149,606,189.266,707.531,558.761
Nevada,2005,206623,246089,1551580,13,44,108,63.645,178.843,69.457,33,148,861,160.847,603.183,554.939
New Hampshire,2005,113655,136775,860562,7,30,53,63.811,218.101,61.585,21,97,556,183.55,710.255,646.228
New Jersey,2005,741478,844005,5639515,40,132,289,53.627,156.682,51.198,144,562,3385,194.446,666.188,600.204
New Mexico,2005,173970,226724,1183171,11,39,79,64.16,173.356,66.941,30,132,566,170.256,580.682,478.725
New York,2005,1587906,2106543,12383739,84,352,689,52.898,166.938,55.641,306,1353,7142,192.407,642.43,576.736
North Carolina,2005,723206,900033,5515308,35,130,303,48.101,144.741,55.02,105,492,2515,144.721,546.164,456.08
North Dakota,2005,50524,84579,394935,4,19,27,81.768,230.191,67.423,10,62,237,196.57,733.371,600.394
Ohio,2005,977997,1249533,7288639,52,237,450,53.108,189.591,61.7,169,826,3916,172.436,660.751,537.245
Oklahoma,2005,295821,415188,2187319,15,69,130,50.287,165.495,59.351,46,222,943,157.179,534.364,431.303
Oregon,2005,297574,395092,2383671,19,64,128,62.206,163.041,53.531,54,240,1383,183.095,607.879,580.184
Pennsylvania,2005,1029986,1325571,8088579,53,235,434,51.721,177.435,53.707,171,847,4453,165.537,638.632,550.53
Rhode Island,2005,87162,125832,687555,5,24,48,53.542,191.059,69.484,18,93,442,204.052,742.473,642.259
South Carolina,2005,361860,461761,2698757,16,69,169,45.149,149.869,62.722,52,254,1287,143.382,549.096,477.028
South Dakota,2005,66214,92864,477378,5,22,37,69.374,239.194,77.911,12,69,292,186.529,738.634,612.671
Tennessee,2005,486247,634563,3851545,24,105,209,48.427,164.804,54.344,68,348,1689,139.366,549.113,438.654
Texas,2005,2083455,2674678,13620520,104,429,926,49.852,160.544,68.005,345,1591,7164,165.523,594.922,525.948
Utah,2005,233270,364626,1353274,12,55,77,50.726,150.86,57.059,26,134,466,113.085,367.721,344.002
Vermont,2005,51757,70705,414171,3,17,27,65.54,234.449,65.733,11,52,262,203.969,730.492,632.21
Virginia,2005,621149,782661,4767472,31,136,275,49.531,173.272,57.61,94,478,2621,151.255,611.249,549.707
Washington,2005,532240,686791,4037966,31,120,257,58.595,175.177,63.56,91,453,2321,171.309,659.278,574.694
West Virginia,2005,136941,188109,1219878,7,32,60,53.86,168.598,49.19,23,101,440,165.779,538.376,360.391
Wisconsin,2005,469879,631978,3530390,29,140,230,60.742,221.429,65.026,92,453,2377,194.971,716.526,673.411
Wyoming,2005,42307,60899,324179,3,13,23,76.436,217.239,71.655,9,43,190,202.133,705.542,586.106
Alabama,2006,386639,500168,2919719,19,65,156,48.496,130.18,53.316,58,261,1205,149.648,522.224,412.686
Alaska,2006,64383,74321,395433,4,13,24,59.415,176.945,61.871,10,46,232,151.618,614.515,586.544
Arizona,2006,531706,667551,3852843,26,104,241,49.593,155.235,62.496,88,390,2127,165.876,584.966,552.038
Arkansas,2006,234358,298001,1778618,17,56,117,70.434,189.391,65.817,40,164,808,169.973,550.467,454.109
California,2006,3251070,4216574,22275311,186,717,1526,57.343,170.077,68.528,505,2478,11703,155.357,587.773,525.363
Colorado,2006,387286,516885,3028921,28,115,229,72.791,222.492,75.501,70,357,1933,179.943,690.083,638.275
Connecticut,2006,296415,352612,2273192,21,76,149,69.162,216.509,65.715,57,254,1501,193.489,720.749,660.502
Delaware,2006,70333,91979,547985,3,14,30,43.679,150.188,54.986,11,60,311,157.286,650.733,568.141
District of Columbia,2006,37965,82030,377906,1,16,32,35.9,196.714,85.072,5,58,229,140.71,705.022,605.132
Florida,2006,1389340,1778827,12041147,69,281,720,49.641,158.209,59.796,233,1052,6732,167.877,591.57,559.122
Georgia,2006,822659,1001876,5761385,35,141,332,42.581,140.672,57.682,118,536,2865,142.974,535.289,497.36
Hawaii,2006,99465,126140,819708,6,24,61,59.309,189.226,73.98,14,77,410,140.983,612.007,500.62
Idaho,2006,132866,165315,893079,9,30,55,65.886,181.967,61.131,19,85,398,141.979,513.853,445.774
Illinois,2006,1094265,1433731,8011425,64,269,535,58.106,187.763,66.82,179,935,4437,163.986,652.063,553.842
Indiana,2006,539431,689525,3967335,27,119,233,49.517,172.042,58.849,80,421,2098,149.127,610.039,528.753
Iowa,2006,248086,343994,1882850,18,70,140,72.165,203.32,74.413,43,227,1035,171.487,660.425,549.697
Kansas,2006,235408,322138,1693284,16,65,111,69.977,200.433,65.603,42,214,925,179.887,665.238,546.006
Kentucky,2006,341772,430183,2710811,17,65,136,48.529,150.53,50.236,55,250,1146,160.976,580.822,422.685
Louisiana,2006,372138,505392,2604053,17,74,167,44.454,146.334,64.296,62,303,1380,167.811,598.891,529.941
Maine,2006,105652,127761,894906,6,25,54,57.233,195.333,60.716,19,85,493,176.279,664.677,550.637
Maryland,2006,478466,589416,3571216,25,110,226,52.065,186.554,63.35,75,388,2035,156.396,658.853,569.768
